"DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","Id","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","Year","YearText","WashingtoniansAffectedRange","BreachLifecycleRange","DaysToContainBreach","DaysToIdentifyBreach","DaysBreachLifecycle","DiscoveredInProgress","DaysOfExposure","DaysElapsedBetweenEndAndDiscovery","EndedOnDayDiscovered","DaysElapsedBeforeNotification","DaysOfExposureRange","EntityState"
"2020 May 01 12:00:00 AM","2020 Nov 10 12:00:00 AM","Unauthorized Access","2020 Mar 02 12:00:00 AM","2020 Mar 03 12:00:00 AM","Woodruff Sawyer & Co.","10,359",,"2,393","Finance",,"2,021","2021","1,000-9,999","1-99","0","60","60","false","1","59","false","193","1-99",
"2020 Aug 19 12:00:00 AM","2021 Feb 01 12:00:00 AM","Cyberattack","2020 Aug 06 12:00:00 AM",,"Gonzaga University","10,357","Phishing","8,041","Education",,"2,021","2021","1,000-9,999","Unknown",,"13",,"false",,,"false","166","Unknown",
"2020 Nov 29 12:00:00 AM","2021 Jan 29 12:00:00 AM","Cyberattack","2019 May 06 12:00:00 AM","2019 May 15 12:00:00 AM","Grays Harbor Community Hospital","10,356","Ransomware","4,984","Health",,"2,021","2021","1,000-9,999","500+","0","573","573","false","9","564","false","61","1-99",
"2020 Sep 16 12:00:00 AM","2020 Nov 05 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Green America","10,355","Ransomware","1,127","Non-Profit/Charity",,"2,021","2021","1,000-9,999","200-299","0","222","222","false","103","119","false","50","100-199",
"2020 Jul 24 12:00:00 AM","2020 Nov 04 12:00:00 AM","Unauthorized Access",,,"Amtrak","10,354",,"1,208","Business","Transportation","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","103","Unknown",
"2020 Aug 30 12:00:00 AM","2020 Oct 29 12:00:00 AM","Cyberattack",,,"MK Periodontics and Implants","10,353","Ransomware","8,000","Health",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","60","Unknown",
"2020 Jul 16 12:00:00 AM","2020 Oct 29 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Feed the Children","10,351","Ransomware","21,257","Non-Profit/Charity",,"2,021","2021","10,000-49,999","100-199","0","160","160","false","103","57","false","105","100-199",
"2020 Jul 06 12:00:00 AM","2020 Oct 28 12:00:00 AM","Cyberattack","2020 Jan 01 12:00:00 AM","2020 Jul 17 12:00:00 AM","JM Bullion, Inc.","10,350","Malware","882","Business","Retail","2,021","2021","500-999","100-199","11","187","198","true","198",,"false","114","100-199",
"2020 Jul 28 12:00:00 AM","2020 Oct 27 12:00:00 AM","Unauthorized Access","2020 Feb 21 12:00:00 AM","2020 Jul 28 12:00:00 AM","TrueFire, LLC","10,349",,"2,633","Business","Manufacturing","2,021","2021","1,000-9,999","100-199","0","158","158","true","158",,"true","91","100-199",
"2020 Aug 28 12:00:00 AM","2020 Oct 27 12:00:00 AM","Cyberattack","2020 Aug 09 12:00:00 AM","2020 Aug 09 12:00:00 AM","Luxottica of America Inc.","10,348","Unclear/unknown","12,166","Business","Accessories","2,021","2021","10,000-49,999","1-99","0","19","19","false","0","19","false","60","0",
"2020 May 31 12:00:00 AM","2020 Oct 27 12:00:00 AM","Cyberattack",,,"Ascend Clinical, LLC","10,347","Phishing","1,959","Health",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","149","Unknown",
"2020 Sep 27 12:00:00 AM","2020 Oct 25 12:00:00 AM","Theft or Mistake","2020 Sep 27 12:00:00 AM",,"Hi-Line Ranch, Harris Farms, Cherry River Farms","10,346",,"852","Business","Other","2,021","2021","500-999","Unknown",,"0",,"false",,,"false","28","Unknown",
"2020 Sep 10 12:00:00 AM","2020 Oct 22 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","University of Nevada, Las Vegas Foundation","10,345","Ransomware","2,563","Non-Profit/Charity",,"2,021","2021","1,000-9,999","200-299","0","216","216","false","103","113","false","42","100-199",
"2020 Sep 24 12:00:00 AM","2020 Oct 21 12:00:00 AM","Cyberattack",,"2020 Sep 24 12:00:00 AM","Sam's Club","10,344","Other","771","Business","Retail","2,021","2021","500-999","Unknown","0",,,"true",,,"true","27","Unknown",
"2020 Jul 16 12:00:00 AM","2020 Oct 21 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Carroll College","10,343","Ransomware","2,166","Education",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","97","100-199",
"2020 Sep 18 12:00:00 AM","2020 Oct 16 12:00:00 AM","Theft or Mistake","2020 Sep 18 12:00:00 AM","2020 Sep 18 12:00:00 AM","Wyndham Capital Mortgage, Inc.","10,342",,"569","Finance",,"2,021","2021","500-999","0","0","0","0","true","0",,"true","28","0",
"2020 Aug 31 12:00:00 AM","2020 Oct 16 12:00:00 AM","Theft or Mistake","2020 Aug 29 12:00:00 AM","2020 Aug 30 12:00:00 AM","The Health & Wellness Clinic","10,341",,"889","Health",,"2,021","2021","500-999","1-99","0","2","2","false","1","1","false","46","1-99",
"2020 Sep 14 12:00:00 AM","2020 Oct 15 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","University of Nevada, Reno","10,340","Ransomware","3,361","Education",,"2,021","2021","1,000-9,999","200-299","0","220","220","false","103","117","false","31","100-199",
"2020 Jul 16 12:00:00 AM","2020 Oct 13 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Forest Ridge School of the Sacred Heart","10,339","Ransomware","555","Education",,"2,021","2021","500-999","100-199","0","160","160","false","103","57","false","89","100-199",
"2020 Jul 01 12:00:00 AM","2020 Oct 12 12:00:00 AM","Cyberattack","2020 Jun 24 12:00:00 AM","2020 Jul 01 12:00:00 AM","EyeMed Vision Care LLC","10,338","Phishing","19,625","Health",,"2,021","2021","10,000-49,999","1-99","0","7","7","true","7",,"true","103","1-99",
"2020 Sep 14 12:00:00 AM","2020 Oct 12 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","ZERO - The End of Prostate Cancer","10,335","Ransomware","1,139","Non-Profit/Charity",,"2,021","2021","1,000-9,999","200-299","0","220","220","false","103","117","false","28","100-199",
"2020 Sep 24 12:00:00 AM","2020 Oct 12 12:00:00 AM","Cyberattack","2020 Sep 14 12:00:00 AM","2020 Sep 24 12:00:00 AM","Evergreen Public Schools","10,334","Unclear/unknown","3,585","Education",,"2,021","2021","1,000-9,999","1-99","0","10","10","true","10",,"true","18","1-99",
"2020 Sep 18 12:00:00 AM","2020 Oct 06 12:00:00 AM","Unauthorized Access",,,"Gymshark Limited","10,333",,"59,769","Business","Clothing","2,021","2021","50,000-999,999","Unknown",,,,"false",,,"false","18","Unknown",
"2020 Aug 28 12:00:00 AM","2020 Oct 02 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Farm Sanctuary, Inc.","10,332","Ransomware","1,065","Non-Profit/Charity",,"2,021","2021","1,000-9,999","200-299","0","203","203","false","103","100","false","35","100-199",
,"2020 Oct 01 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Gallaudet University","10,331","Ransomware","1,195","Education",,"2,021","2021","1,000-9,999","Unknown",,,,"false","103",,"false",,"100-199",
"2020 Sep 08 12:00:00 AM","2020 Sep 30 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","World Relief","10,330","Ransomware","734","Non-Profit/Charity",,"2,021","2021","500-999","200-299","0","214","214","false","103","111","false","22","100-199",
"2020 May 01 12:00:00 AM","2020 Sep 30 12:00:00 AM","Cyberattack",,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC","10,329","Ransomware","6,809","Health",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","152","Unknown",
"2020 Aug 31 12:00:00 AM","2020 Sep 30 12:00:00 AM","Cyberattack","2020 Feb 01 12:00:00 AM","2020 Aug 31 12:00:00 AM","Made in Oregon","10,328","Unclear/unknown","537","Business","Retail","2,021","2021","500-999","200-299","0","212","212","true","212",,"true","30","200-299",
"2020 Jul 10 12:00:00 AM","2020 Sep 29 12:00:00 AM","Unauthorized Access",,,"Spire Hospitality, LLC","10,327",,"516","Business","Hospitality","2,021","2021","500-999","Unknown",,,,"false",,,"false","81","Unknown",
"2020 Aug 20 12:00:00 AM","2020 Sep 29 12:00:00 AM","Cyberattack","2020 Mar 30 12:00:00 AM","2020 May 14 12:00:00 AM","CBD Industries, LLC","10,326","Malware","1,088","Business","Consumable","2,021","2021","1,000-9,999","100-199","0","143","143","false","45","98","false","40","1-99",
"2020 Jul 16 12:00:00 AM","2020 Sep 28 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Mary's Place","10,324","Ransomware","10,000","Non-Profit/Charity",,"2,021","2021","10,000-49,999","100-199","0","160","160","false","103","57","false","74","100-199",
"2020 Aug 30 12:00:00 AM","2020 Sep 28 12:00:00 AM","Theft or Mistake","2020 Aug 30 12:00:00 AM",,"5th Avenue Theatre Association","10,323",,"3,468","Non-Profit/Charity",,"2,021","2021","1,000-9,999","Unknown",,"0",,"false",,,"false","29","Unknown",
"2020 Sep 17 12:00:00 AM","2020 Sep 25 12:00:00 AM","Cyberattack","2020 Jul 14 12:00:00 AM","2020 Jul 19 12:00:00 AM","Bayley Construction","10,321","Ransomware","938","Business","Construction","2,021","2021","500-999","1-99","0","65","65","false","5","60","false","8","1-99",
"2020 Jul 17 12:00:00 AM","2020 Sep 23 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Point Loma Nazarene University","10,320","Ransomware","1,967","Education",,"2,021","2021","1,000-9,999","100-199","0","161","161","false","103","58","false","68","100-199",
"2020 Jul 30 12:00:00 AM","2020 Sep 18 12:00:00 AM","Theft or Mistake","2020 Jul 30 12:00:00 AM",,"U.S. Bank","10,319",,"1,292","Finance",,"2,021","2021","1,000-9,999","Unknown",,"0",,"false",,,"false","50","Unknown",
"2020 Aug 20 12:00:00 AM","2020 Sep 18 12:00:00 AM","Theft or Mistake","2020 Aug 20 12:00:00 AM",,"St. Hubert's Church","10,318",,"657","Non-Profit/Charity",,"2,021","2021","500-999","Unknown",,"0",,"false",,,"false","29","Unknown",
"2020 Jul 16 12:00:00 AM","2020 Sep 18 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Minnesota State University Mankato Foundation","10,317","Ransomware","1,134","Non-Profit/Charity",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","64","100-199",
"2020 Aug 20 12:00:00 AM","2020 Sep 18 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Joslin Diabetes Center","10,316","Ransomware","1,212","Health",,"2,021","2021","1,000-9,999","100-199","0","195","195","false","103","92","false","29","100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 18 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Homeward Pet Adoption Center","10,315","Ransomware","36,050","Non-Profit/Charity",,"2,021","2021","10,000-49,999","100-199","0","160","160","false","103","57","false","64","100-199",
"2020 Dec 21 12:00:00 AM","2021 Feb 10 12:00:00 AM","Cyberattack",,,"City of Ellensburg, Washington","10,314","Ransomware","8,523","Government",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","51","Unknown",
"2020 Aug 21 12:00:00 AM","2020 Sep 18 12:00:00 AM","Cyberattack","2020 Apr 26 12:00:00 AM","2020 Aug 03 12:00:00 AM","FabFitFun, Inc.","10,313","Malware","11,094","Business","Retail","2,021","2021","10,000-49,999","100-199","0","117","117","false","99","18","false","28","1-99",
"2020 Jul 16 12:00:00 AM","2020 Sep 18 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Ball State University Foundation","10,312","Ransomware","755","Non-Profit/Charity",,"2,021","2021","500-999","100-199","0","160","160","false","103","57","false","64","100-199",
"2020 Sep 09 12:00:00 AM","2020 Sep 17 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Western Washington University Foundation","10,311","Ransomware","165,000","Education",,"2,021","2021","50,000-999,999","200-299","0","215","215","false","103","112","false","8","100-199",
,"2020 Sep 17 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Tidewater Community College Education Foundation","10,310","Ransomware","1,029","Non-Profit/Charity",,"2,021","2021","1,000-9,999","Unknown",,,,"false","103",,"false",,"100-199",
"2020 Aug 14 12:00:00 AM","2020 Sep 17 12:00:00 AM","Cyberattack","2019 Jul 14 12:00:00 AM","2020 Jun 30 12:00:00 AM","Greenworks Tools","10,308","Malware","679","Business","Retail","2,021","2021","500-999","300-399","0","397","397","false","352","45","false","34","300-399",
,"2020 Sep 15 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","American Medical Association Foundation","10,307","Ransomware","1,369","Non-Profit/Charity",,"2,021","2021","1,000-9,999","Unknown",,,,"false","103",,"false",,"100-199",
,"2020 Sep 11 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","YouthCare","10,304","Ransomware","3,410","Non-Profit/Charity",,"2,021","2021","1,000-9,999","Unknown",,,,"false","103",,"false",,"100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 09 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","KidsQuest Children's Museum","10,303","Ransomware","57,024","Non-Profit/Charity",,"2,021","2021","50,000-999,999","100-199","0","160","160","false","103","57","false","55","100-199",
"2020 Aug 10 12:00:00 AM","2020 Sep 09 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Inova Health System","10,302","Ransomware","2,470","Health",,"2,021","2021","1,000-9,999","100-199","0","185","185","false","103","82","false","30","100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Pacific University Oregon","10,301","Ransomware","9,196","Education",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","54","100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Virginia Mason Medical Center","10,300","Ransomware","227,371","Health",,"2,021","2021","50,000-999,999","100-199","0","160","160","false","103","57","false","54","100-199",
"2020 Aug 11 12:00:00 AM","2020 Sep 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","The University of Notre Dame","10,299","Ransomware","3,209","Education",,"2,021","2021","1,000-9,999","100-199","0","186","186","false","103","83","false","28","100-199",
"2020 Aug 14 12:00:00 AM","2020 Sep 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Saybrook University","10,298","Ransomware","935","Education",,"2,021","2021","500-999","100-199","0","189","189","false","103","86","false","25","100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 14 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","AARP, Inc. & AARP Foundation","10,297","Ransomware","248,615","Non-Profit/Charity",,"2,021","2021","50,000-999,999","100-199","0","160","160","false","103","57","false","60","100-199",
"2019 Nov 17 12:00:00 AM","2020 Sep 11 12:00:00 AM","Unauthorized Access","2019 Nov 07 12:00:00 AM","2020 Feb 03 12:00:00 AM","CorePower Yoga, LLC","10,296",,"618","Business","Fitness","2,021","2021","500-999","1-99","78","10","88","true","88",,"false","299","1-99",
"2020 Aug 11 12:00:00 AM","2020 Sep 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","NOLS","10,295","Ransomware","3,049","Non-Profit/Charity",,"2,021","2021","1,000-9,999","100-199","0","186","186","false","103","83","false","28","100-199",
"2020 Aug 11 12:00:00 AM","2020 Sep 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Florida International University Foundation","10,294","Ransomware","922","Education",,"2,021","2021","500-999","100-199","0","186","186","false","103","83","false","28","100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 07 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Operation Homefront","10,293","Ransomware","5,272","Non-Profit/Charity",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","53","100-199",
"2020 Aug 05 12:00:00 AM","2020 Sep 04 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Southern Adventist University","10,292","Ransomware","1,336","Education",,"2,021","2021","1,000-9,999","100-199","0","180","180","false","103","77","false","30","100-199",
"2020 Aug 27 12:00:00 AM","2020 Sep 04 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Navy League of the United States","10,291","Ransomware","1,398","Non-Profit/Charity",,"2,021","2021","1,000-9,999","200-299","0","202","202","false","103","99","false","8","100-199",
"2020 Aug 14 12:00:00 AM","2020 Sep 04 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Hydrocephalus Association","10,290","Ransomware","835","Non-Profit/Charity",,"2,021","2021","500-999","100-199","0","189","189","false","103","86","false","21","100-199",
"2020 Aug 05 12:00:00 AM","2020 Sep 04 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Drake University","10,289","Ransomware","1,050","Education",,"2,021","2021","1,000-9,999","100-199","0","180","180","false","103","77","false","30","100-199",
"2020 Aug 05 12:00:00 AM","2020 Sep 04 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Children's Home Society of Washington","10,288","Ransomware","564","Non-Profit/Charity",,"2,021","2021","500-999","100-199","0","180","180","false","103","77","false","30","100-199",
"2020 Jan 15 12:00:00 AM","2020 Sep 04 12:00:00 AM","Cyberattack","2020 Jan 05 12:00:00 AM","2020 Jan 08 12:00:00 AM","Artech, L.L.C.","10,287","Ransomware","1,664","Business","Human Resources","2,021","2021","1,000-9,999","1-99","0","10","10","false","3","7","false","233","1-99",
"2020 Jul 16 12:00:00 AM","2020 Sep 03 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Polycystic Kidney Disease Foundation","10,286","Ransomware","8,052","Non-Profit/Charity",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","49","100-199",
"2020 Aug 21 12:00:00 AM","2020 Sep 03 12:00:00 AM","Unauthorized Access","2020 Jul 10 12:00:00 AM","2020 Jul 10 12:00:00 AM","Osmose Utilities Services, Inc.","10,285",,"577","Business","Construction","2,021","2021","500-999","1-99","0","42","42","false","0","42","false","13","0",
"2020 Aug 19 12:00:00 AM","2020 Sep 03 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Olympic College Foundation","10,284","Ransomware","25,583","Non-Profit/Charity",,"2,021","2021","10,000-49,999","100-199","0","194","194","false","103","91","false","15","100-199",
"2020 Jul 11 12:00:00 AM","2020 Sep 03 12:00:00 AM","Cyberattack","2020 Jun 19 12:00:00 AM","2020 Jul 11 12:00:00 AM","Live Auctioneers","10,283","Malware","38,523","Business","Other","2,021","2021","10,000-49,999","1-99","0","22","22","true","22",,"true","54","1-99",
"2020 Aug 05 12:00:00 AM","2020 Sep 02 12:00:00 AM","Cyberattack","2020 Apr 25 12:00:00 AM","2020 Aug 05 12:00:00 AM","Warner Music Group","10,282","Malware","3,368","Business","Entertainment","2,021","2021","1,000-9,999","100-199","0","102","102","true","102",,"true","28","100-199",
"2020 Jul 16 12:00:00 AM","2020 Sep 02 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","University of Rhode Island Foundation","10,281","Ransomware","500","Non-Profit/Charity",,"2,021","2021","500-999","100-199","0","160","160","false","103","57","false","48","100-199",
